,SON,MUL,TAM,YUC,Other
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.002358840183535395,0.0
6,0.0,0.0,0.12130778612617196,0.08788094987779468,1.519072393759146e-15
7,0.13724345154887418,0.07004218555553003,1.216293329922988,0.37850893121082363,2.3769300737447327e-14
8,1.0371071263813085,0.6073802850891645,3.3423273617151863,0.6618480963767283,9.715797314872287e-14
9,2.997862094423162,1.66524451721577,5.278581048415464,0.8770733924028646,1.8673110829648122e-13
10,4.870351376680695,2.616893966424104,6.685094734931388,1.0152023558703303,2.606118778854778e-13
11,6.214186165637858,3.2982929662355853,7.493091238950356,1.0755131816829635,3.1067993738129575e-13
12,7.002381709053868,3.710239893162465,7.73364214185178,1.059614598845935,3.346809203807358e-13
13,7.2666208661972815,3.847990548314639,7.470921428706872,0.9616378129826088,3.335388782504181e-13
14,7.025607975672429,3.7223076612130233,6.639875091442391,0.7857626888982095,3.0883741447092355e-13
15,6.307913400841967,3.3395321837722256,5.2480171726141425,0.5409197955276027,2.619403828696299e-13
16,5.1300979689787995,2.7094442282673166,3.423966418672867,0.27274797274183066,1.946841006176601e-13
17,3.4478820213461505,1.8182717998619708,1.3904363432095828,0.047875020365034375,1.1146531228500638e-13
18,1.5132015473084475,0.7785859867835344,0.17691847044684733,0.000292496182758389,3.419928033039167e-14
19,0.26582476826528845,0.10404995429851535,0.0,0.0,2.944969480158837e-15
20,0.00869149800138356,0.00046060183399077183,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0
